user_id,login_time,is_paid,current_level,login_duration,amount,payment_time,channel,device
16045,2025-04-06 12:11:53,0,21.0,13.0,0.0,,Tik Tok,Android
12412,2025-03-19 17:14:53,0,,43.0,0.0,,Google Ads,Android
16120,2025-03-08 16:32:53,0,25.0,54.0,0.0,,Facebook,Android
12358,2025-03-23 22:32:53,1,16.0,4.0,,2025-03-23 22:35:53,Apple Search Ads,iOS
11732,2025-03-14 03:01:53,0,,5.0,0.0,,Organic,Android
13095,2025-04-05 08:03:53,0,39.0,16.0,0.0,,Facebook,iOS
14638,2025-04-03 17:51:53,0,41.0,11.0,,,Apple Search Ads,Android
16428,2025-03-24 09:06:53,1,21.0,51.0,20.92,2025-03-24 09:27:53,Organic,iOS
16328,2025-03-10 13:09:53,1,29.0,,41.3,2025-03-10 15:43:53,Facebook,Android
12868,2025-03-14 18:26:53,0,28.0,,0.0,,Google Ads,iOS
12233,2025-03-13 16:01:53,1,44.0,43.0,32.49,2025-03-13 16:25:53,Organic,iOS
14194,2025-04-01 18:16:53,0,47.0,28.0,0.0,,Google Ads,iOS
10107,2025-03-24 11:48:53,0,16.0,31.0,0.0,,Google Ads,PC
15306,2025-03-22 00:29:53,0,34.0,9.0,0.0,,Organic,iOS
11768,2025-04-01 06:16:53,0,35.0,,0.0,,Facebook,iOS
14768,2025-03-22 18:35:53,0,,23.0,,,Organic,iOS
10036,2025-03-08 06:00:53,0,17.0,28.0,0.0,,Facebook,PC
12522,2025-03-16 01:10:53,0,37.0,98.0,0.0,,Tik Tok,Android
18703,2025-03-31 05:42:53,0,42.0,33.0,0.0,,Facebook,iOS
14395,2025-03-20 10:26:53,0,24.0,17.0,0.0,,Facebook,Android
10248,2025-03-31 11:15:53,0,41.0,,0.0,,Google Ads,Android
12592,2025-03-13 03:07:53,0,30.0,14.0,0.0,,Facebook,Android
15938,2025-04-01 01:39:53,0,44.0,5.0,0.0,,Google Ads,iOS
13834,2025-03-17 05:16:53,0,44.0,28.0,0.0,,Apple Search Ads,iOS
19828,2025-04-04 19:24:53,0,29.0,,0.0,,Organic,Android
16472,2025-03-29 11:20:53,0,34.0,76.0,0.0,,Google Ads,iOS
16634,2025-04-03 17:33:53,0,22.0,16.0,0.0,,Facebook,iOS
10251,2025-03-09 17:45:53,1,13.0,4.0,24.34,2025-03-09 17:46:53,Google Ads,PC
14947,2025-03-07 21:40:53,0,32.0,,,,Facebook,Android
10333,2025-03-26 14:01:53,0,,,0.0,,Tik Tok,iOS
16754,2025-04-03 00:52:53,0,50.0,13.0,0.0,,Tik Tok,iOS
14963,2025-03-24 23:58:53,1,41.0,13.0,12.99,2025-03-25 00:08:53,Google Ads,iOS
12236,2025-03-15 18:11:53,0,28.0,,0.0,,Google Ads,iOS
10263,2025-03-19 10:53:53,0,50.0,7.0,0.0,,Apple Search Ads,Android
15537,2025-03-10 15:48:53,0,23.0,4.0,0.0,,Facebook,PC
12458,2025-03-22 01:09:53,0,26.0,32.0,0.0,,Facebook,iOS
15824,2025-04-01 04:09:53,0,25.0,,0.0,,Apple Search Ads,iOS
10031,2025-03-25 10:40:53,0,29.0,71.0,0.0,,Google Ads,iOS
12149,2025-04-03 00:21:53,0,,6.0,0.0,,Google Ads,Android
10367,2025-04-03 00:19:53,0,34.0,17.0,0.0,,Organic,iOS
13465,2025-03-19 08:06:53,0,20.0,7.0,0.0,,Google Ads,Android
17801,2025-03-13 15:54:53,0,31.0,7.0,0.0,,Facebook,iOS
10367,2025-03-10 09:26:53,0,24.0,54.0,,,Facebook,iOS
13095,2025-03-31 15:02:53,1,30.0,26.0,16.04,2025-03-31 15:18:53,Google Ads,PC
17938,2025-03-20 08:32:53,0,19.0,,0.0,,Google Ads,iOS
19828,2025-03-16 21:40:53,0,,8.0,0.0,,Apple Search Ads,iOS
14942,2025-03-20 13:29:53,0,50.0,7.0,0.0,,Apple Search Ads,Android
16231,2025-03-22 17:28:53,0,20.0,24.0,0.0,,Facebook,Android
14151,2025-04-06 08:27:53,0,35.0,39.0,0.0,,Google Ads,iOS
11713,2025-04-02 03:56:53,1,24.0,8.0,2.58,2025-04-02 04:03:53,Facebook,PC
10349,2025-04-06 00:33:53,0,19.0,12.0,0.0,,Google Ads,iOS
10733,2025-04-04 17:23:53,0,30.0,38.0,0.0,,Tik Tok,iOS
18023,2025-04-02 02:51:53,0,21.0,40.0,0.0,,Organic,iOS
13834,2025-03-20 19:04:53,0,35.0,6.0,0.0,,Google Ads,iOS
18341,2025-03-16 10:52:53,1,28.0,14.0,14.23,2025-03-16 10:54:53,Google Ads,iOS
12018,2025-03-15 14:47:53,0,43.0,61.0,0.0,,Unity Ads,iOS
12168,2025-03-10 07:00:53,0,16.0,40.0,0.0,,Google Ads,Android
18267,2025-03-09 20:09:53,0,32.0,5.0,0.0,,Tik Tok,Android
11760,2025-03-17 23:05:53,0,,14.0,0.0,,Unity Ads,Android
17333,2025-03-15 22:53:53,1,20.0,108.0,9.27,2025-03-15 23:07:53,Google Ads,iOS
16870,2025-03-26 08:24:53,0,23.0,,0.0,,Facebook,iOS
13079,2025-03-31 03:01:53,0,15.0,38.0,0.0,,Organic,PC
14058,2025-03-30 19:59:53,1,14.0,2.0,59.13,2025-03-30 20:00:53,Facebook,iOS
14684,2025-04-01 08:35:53,1,28.0,53.0,25.44,2025-04-01 09:02:53,Google Ads,iOS
18612,2025-03-12 03:28:53,0,38.0,27.0,0.0,,Facebook,iOS
10318,2025-03-15 01:08:53,0,28.0,5.0,0.0,,Google Ads,Android
17887,2025-03-21 20:19:53,0,29.0,14.0,0.0,,Google Ads,iOS
16623,2025-03-11 07:20:53,0,17.0,2.0,0.0,,Facebook,iOS
17399,2025-03-30 17:17:53,0,,45.0,0.0,,Facebook,iOS
18447,2025-03-10 13:31:53,0,33.0,40.0,0.0,,Google Ads,Android
19030,2025-03-17 19:50:53,0,23.0,20.0,,,Tik Tok,Android
19813,2025-03-23 05:45:53,0,11.0,18.0,0.0,,Google Ads,iOS
19972,2025-03-18 02:05:53,0,24.0,,0.0,,Tik Tok,iOS
11180,2025-03-20 18:18:53,0,32.0,1.0,0.0,,Google Ads,iOS
11691,2025-03-18 17:38:53,0,,,0.0,,Google Ads,iOS
15128,2025-03-29 04:08:53,0,31.0,4.0,,,Google Ads,PC
14058,2025-03-10 20:41:53,0,23.0,6.0,0.0,,Facebook,Android
18267,2025-03-26 17:07:53,0,35.0,98.0,0.0,,Facebook,iOS
18827,2025-03-07 21:18:53,0,29.0,9.0,0.0,,Tik Tok,Android
13039,2025-03-28 23:25:53,0,21.0,,0.0,,Apple Search Ads,iOS
17144,2025-04-01 08:44:53,0,18.0,65.0,0.0,,Google Ads,iOS
15609,2025-04-03 09:28:53,0,31.0,16.0,0.0,,Google Ads,iOS
12473,2025-03-09 14:18:53,0,38.0,,0.0,,Google Ads,iOS
18965,2025-03-30 11:22:53,0,35.0,5.0,0.0,,Organic,Android
18336,2025-04-01 03:00:53,0,31.0,10.0,0.0,,Google Ads,iOS
10039,2025-04-06 04:34:53,1,36.0,21.0,54.51,2025-04-06 04:51:53,Google Ads,iOS
12232,2025-03-17 17:17:53,0,50.0,13.0,0.0,,Organic,Android
14112,2025-04-04 10:20:53,1,32.0,1.0,,,Google Ads,iOS
10263,2025-03-21 19:34:53,0,31.0,15.0,0.0,,Google Ads,iOS
19964,2025-03-19 01:58:53,1,35.0,50.0,29.83,2025-03-19 02:23:53,Google Ads,Android
11512,2025-03-26 07:46:53,0,,3.0,0.0,,Facebook,iOS
16442,2025-03-18 11:30:53,0,16.0,1.0,0.0,,Google Ads,iOS
11068,2025-03-16 23:25:53,0,31.0,3.0,0.0,,Organic,iOS
15381,2025-03-31 10:30:53,0,40.0,34.0,0.0,,Apple Search Ads,iOS
19085,2025-03-11 09:43:53,0,47.0,47.0,0.0,,Facebook,iOS
12769,2025-03-16 13:12:53,0,30.0,1.0,0.0,,Apple Search Ads,iOS
18296,2025-03-29 19:55:53,1,25.0,65.0,2.71,2025-03-29 20:03:53,Google Ads,iOS
11121,2025-03-30 04:07:53,0,31.0,29.0,0.0,,Unity Ads,iOS
12020,2025-03-23 11:25:53,1,23.0,21.0,29.52,2025-03-23 11:33:53,Facebook,iOS
10457,2025-03-29 16:25:53,0,45.0,8.0,0.0,,Organic,Android
12771,2025-03-17 03:32:53,0,34.0,13.0,0.0,,Google Ads,Android
11315,2025-03-14 15:59:53,0,29.0,,0.0,,Facebook,PC
13006,2025-03-09 04:09:53,0,41.0,72.0,0.0,,Organic,iOS
13006,2025-03-27 15:08:53,0,18.0,29.0,0.0,,Google Ads,iOS
17454,2025-03-09 07:04:53,0,9.0,25.0,,,Organic,Android
14102,2025-04-01 04:04:53,0,,7.0,0.0,,Google Ads,Android
13790,2025-03-26 23:45:53,0,40.0,91.0,0.0,,Facebook,iOS
15702,2025-03-10 17:35:53,0,28.0,42.0,0.0,,Google Ads,iOS
16266,2025-03-22 00:45:53,0,23.0,14.0,0.0,,Tik Tok,Android
10349,2025-03-21 05:55:53,0,20.0,50.0,0.0,,Apple Search Ads,iOS
15100,2025-03-10 03:47:53,0,17.0,7.0,0.0,,Facebook,iOS
19030,2025-04-02 09:30:53,0,36.0,7.0,0.0,,Facebook,iOS
19857,2025-03-25 04:10:53,0,38.0,46.0,0.0,,Apple Search Ads,iOS
10457,2025-03-14 15:23:53,0,39.0,24.0,0.0,,Organic,Android
19308,2025-03-09 03:56:53,0,30.0,24.0,,,Organic,iOS
10647,2025-03-11 09:12:53,0,18.0,,0.0,,Facebook,iOS
19783,2025-03-20 21:34:53,1,22.0,4.0,18.68,2025-03-20 21:36:53,Tik Tok,Android
12894,2025-04-03 05:37:53,0,35.0,12.0,0.0,,Google Ads,Android
11188,2025-03-28 09:20:53,0,19.0,25.0,0.0,,Tik Tok,iOS
13529,2025-03-26 17:53:53,0,28.0,8.0,,,Facebook,iOS
19039,2025-03-15 10:42:53,0,19.0,,0.0,,Organic,Android
17772,2025-03-29 23:05:53,0,23.0,24.0,,,Unity Ads,Android
17487,2025-03-31 13:10:53,1,18.0,85.0,0.67,2025-03-31 14:34:53,Facebook,iOS
19063,2025-04-04 06:02:53,1,30.0,8.0,,2025-04-04 06:04:53,Organic,PC
19909,2025-03-20 07:57:53,0,15.0,17.0,0.0,,Facebook,iOS
12678,2025-03-24 07:05:53,0,22.0,119.0,0.0,,Tik Tok,iOS
14386,2025-03-29 00:53:53,0,38.0,6.0,0.0,,Facebook,iOS
11112,2025-04-05 09:02:53,1,,45.0,8.87,2025-04-05 09:20:53,Google Ads,Android
13686,2025-04-05 00:40:53,1,36.0,5.0,38.62,2025-04-05 00:44:53,Facebook,Android
18313,2025-03-20 07:14:53,0,44.0,56.0,0.0,,Tik Tok,Android
12286,2025-03-19 20:21:53,0,16.0,20.0,0.0,,Facebook,Android
18743,2025-03-13 19:50:53,0,29.0,107.0,0.0,,Google Ads,Android
15026,2025-03-22 05:11:53,0,30.0,5.0,0.0,,Facebook,Android
17201,2025-03-12 04:22:53,0,49.0,34.0,0.0,,Facebook,Android
12020,2025-04-06 02:32:53,0,27.0,,0.0,,Organic,iOS
18439,2025-03-24 05:37:53,0,38.0,38.0,,,Google Ads,iOS
14672,2025-04-05 13:30:53,0,46.0,3.0,0.0,,Google Ads,iOS
18771,2025-04-02 15:04:53,0,31.0,10.0,0.0,,Facebook,Android
11618,2025-03-22 23:36:53,0,25.0,12.0,0.0,,Google Ads,Android
11175,2025-04-02 19:08:53,0,26.0,11.0,0.0,,Google Ads,iOS
15481,2025-03-27 13:56:53,0,12.0,,,,Apple Search Ads,Android
18674,2025-03-30 18:04:53,1,25.0,,19.02,,Tik Tok,iOS
17516,2025-03-14 22:10:53,0,15.0,39.0,0.0,,Unity Ads,Android
16743,2025-03-23 11:49:53,0,37.0,22.0,0.0,,Tik Tok,Android
12107,2025-03-22 05:32:53,0,14.0,5.0,0.0,,Tik Tok,iOS
17169,2025-03-18 07:10:53,0,33.0,7.0,0.0,,Apple Search Ads,iOS
14502,2025-04-06 14:11:53,0,41.0,,0.0,,Organic,iOS
15983,2025-03-11 00:01:53,0,37.0,18.0,0.0,,Google Ads,Android
12184,2025-03-11 01:47:53,1,25.0,27.0,7.29,2025-03-11 01:48:53,Facebook,Android
12458,2025-03-12 02:47:53,0,37.0,26.0,0.0,,Facebook,Android
10582,2025-03-17 03:34:53,1,30.0,98.0,10.05,2025-03-17 04:40:53,Organic,Android
18264,2025-03-16 15:43:53,0,,,0.0,,Facebook,Android
11650,2025-03-17 05:47:53,0,26.0,43.0,0.0,,Facebook,iOS
14395,2025-04-02 03:33:53,0,,38.0,0.0,,Apple Search Ads,iOS
13686,2025-03-08 06:05:53,0,14.0,1.0,0.0,,Organic,iOS
11608,2025-03-12 19:54:53,1,24.0,,2.29,2025-03-12 20:33:53,Facebook,iOS
16977,2025-03-09 05:28:53,1,33.0,80.0,7.37,2025-03-09 05:34:53,Facebook,Android
11084,2025-03-08 17:02:53,0,24.0,15.0,0.0,,Tik Tok,Android
17640,2025-03-24 09:34:53,0,17.0,16.0,0.0,,Organic,Android
18827,2025-03-16 16:08:53,0,,51.0,0.0,,Organic,Android
11891,2025-03-23 04:49:53,0,31.0,20.0,0.0,,Organic,Android
18709,2025-03-14 17:36:53,0,34.0,48.0,,,Google Ads,iOS
10586,2025-04-04 20:48:53,0,40.0,1.0,,,Facebook,iOS
18699,2025-04-02 06:46:53,0,,8.0,0.0,,Google Ads,Android
19063,2025-03-31 12:37:53,0,37.0,2.0,0.0,,Google Ads,Android
10592,2025-03-31 23:35:53,0,10.0,18.0,,,Organic,Android
14210,2025-03-24 19:51:53,0,,57.0,0.0,,Google Ads,PC
13937,2025-03-27 01:45:53,0,24.0,25.0,0.0,,Google Ads,iOS
14575,2025-03-22 17:28:53,0,15.0,22.0,0.0,,Organic,iOS
14575,2025-04-01 18:36:53,0,35.0,13.0,0.0,,Organic,iOS
17500,2025-03-20 09:48:53,0,31.0,1.0,0.0,,Facebook,iOS
11569,2025-03-20 18:28:53,0,38.0,43.0,0.0,,Facebook,Android
10267,2025-03-22 13:04:53,1,24.0,25.0,6.04,2025-03-22 13:11:53,Apple Search Ads,iOS
18283,2025-03-09 18:56:53,0,29.0,80.0,,,Google Ads,PC
15421,2025-03-17 10:45:53,0,11.0,16.0,0.0,,Google Ads,iOS
14216,2025-03-20 19:37:53,0,49.0,15.0,0.0,,Organic,iOS
19054,2025-04-01 14:39:53,0,16.0,109.0,0.0,,Organic,Android
14123,2025-03-30 15:07:53,0,21.0,4.0,0.0,,Google Ads,PC
11149,2025-03-31 07:06:53,0,19.0,8.0,0.0,,Facebook,Android
15748,2025-03-21 15:29:53,0,32.0,20.0,0.0,,Organic,iOS
12910,2025-03-28 17:07:53,1,21.0,22.0,2.16,2025-03-28 17:22:53,Organic,iOS
10144,2025-04-06 08:29:53,0,,23.0,0.0,,Facebook,Android
16077,2025-03-25 03:11:53,0,33.0,7.0,0.0,,Google Ads,iOS
17420,2025-03-18 01:02:53,0,15.0,78.0,0.0,,Google Ads,iOS
11568,2025-04-05 16:44:53,0,37.0,36.0,0.0,,Facebook,iOS
10733,2025-04-01 09:55:53,0,39.0,8.0,0.0,,Apple Search Ads,iOS
10500,2025-03-16 01:29:53,0,22.0,10.0,0.0,,Facebook,Android
11702,2025-03-24 03:40:53,0,18.0,63.0,0.0,,Organic,Android
17590,2025-04-06 02:56:53,0,33.0,,0.0,,Tik Tok,iOS
15903,2025-03-13 14:52:53,0,36.0,24.0,0.0,,Organic,iOS
14217,2025-04-05 22:20:53,1,19.0,3.0,87.51,2025-04-05 22:22:53,Google Ads,Android
15702,2025-03-21 09:48:53,1,39.0,8.0,165.79,2025-03-21 09:54:53,Google Ads,iOS
13646,2025-03-25 23:22:53,0,24.0,16.0,0.0,,Google Ads,iOS
10106,2025-04-04 20:31:53,0,41.0,32.0,0.0,,Google Ads,iOS
15123,2025-03-23 06:29:53,1,14.0,9.0,2.94,2025-03-23 06:32:53,Google Ads,Android
11501,2025-03-09 23:25:53,0,22.0,90.0,0.0,,Google Ads,Android
14338,2025-03-24 02:17:53,0,27.0,7.0,,,Organic,Android
16754,2025-04-05 16:42:53,0,20.0,45.0,,,Google Ads,iOS
10303,2025-03-13 03:25:53,0,29.0,13.0,0.0,,Facebook,iOS
12498,2025-03-23 08:10:53,0,26.0,53.0,0.0,,Google Ads,Android
17742,2025-03-12 05:50:53,0,27.0,76.0,0.0,,Google Ads,Android
15851,2025-03-17 03:36:53,0,25.0,6.0,0.0,,Google Ads,Android
10795,2025-04-01 09:19:53,1,17.0,20.0,11.0,2025-04-01 09:22:53,Organic,PC
14684,2025-03-30 04:16:53,0,29.0,5.0,0.0,,Facebook,iOS
14712,2025-04-05 04:00:53,1,28.0,36.0,3.14,2025-04-05 04:31:53,Facebook,iOS
17396,2025-03-08 11:03:53,1,,53.0,87.6,2025-03-08 11:43:53,Apple Search Ads,iOS
10799,2025-03-16 16:09:53,0,42.0,14.0,0.0,,Tik Tok,Android
17590,2025-03-19 07:01:53,0,33.0,15.0,0.0,,Facebook,iOS
15221,2025-03-23 16:10:53,0,37.0,6.0,0.0,,Organic,iOS
12232,2025-04-03 03:51:53,1,21.0,10.0,6.13,2025-04-03 03:58:53,Organic,Android
19202,2025-03-17 04:23:53,0,6.0,11.0,0.0,,Google Ads,iOS
15606,2025-04-05 05:44:53,0,47.0,5.0,0.0,,Organic,Android
13992,2025-03-15 20:43:53,0,,,0.0,,Organic,iOS
11941,2025-03-08 18:56:53,0,33.0,71.0,,,Facebook,iOS
10346,2025-03-10 11:02:53,0,33.0,11.0,,,Google Ads,Android
18080,2025-03-24 03:18:53,0,33.0,9.0,0.0,,Unity Ads,Android
16085,2025-03-27 20:31:53,0,19.0,14.0,0.0,,Unity Ads,iOS
11851,2025-03-11 00:55:53,1,19.0,96.0,4.25,2025-03-11 01:09:53,Organic,iOS
10794,2025-03-13 16:19:53,0,19.0,43.0,,,Facebook,iOS
10576,2025-03-26 17:04:53,0,,6.0,0.0,,Apple Search Ads,Android
17896,2025-03-21 01:47:53,1,17.0,41.0,,2025-03-21 02:23:53,Organic,Android
14771,2025-03-31 01:12:53,0,14.0,43.0,0.0,,Facebook,iOS
12075,2025-04-02 11:58:53,0,23.0,89.0,,,Google Ads,iOS
16200,2025-03-22 03:28:53,0,27.0,66.0,0.0,,Tik Tok,Android
12239,2025-03-13 05:12:53,1,29.0,3.0,1.74,2025-03-13 05:14:53,Google Ads,iOS
16608,2025-04-01 21:08:53,0,25.0,18.0,0.0,,Facebook,Android
19030,2025-03-27 22:24:53,0,34.0,,0.0,,Google Ads,iOS
11864,2025-03-11 10:46:53,0,41.0,108.0,0.0,,Google Ads,iOS
14898,2025-03-18 18:39:53,0,30.0,2.0,0.0,,Google Ads,iOS
18965,2025-04-04 17:43:53,1,41.0,13.0,5.96,2025-04-04 17:45:53,Tik Tok,PC
13410,2025-03-11 00:36:53,0,35.0,20.0,0.0,,Organic,iOS
10259,2025-04-01 20:09:53,0,20.0,15.0,0.0,,Google Ads,iOS
19039,2025-03-13 20:39:53,0,,,0.0,,Organic,Android
16634,2025-03-25 14:21:53,0,21.0,13.0,0.0,,Google Ads,Android
18629,2025-03-12 07:20:53,0,28.0,105.0,0.0,,Organic,iOS
12020,2025-03-24 21:39:53,0,27.0,48.0,0.0,,Facebook,Android
10532,2025-03-23 07:18:53,0,35.0,40.0,0.0,,Unity Ads,Android
10263,2025-03-16 13:36:53,0,,,0.0,,Facebook,Android
18574,2025-03-24 22:27:53,0,32.0,63.0,0.0,,Organic,Android
13312,2025-04-06 08:21:53,0,18.0,2.0,0.0,,Google Ads,iOS
16621,2025-03-27 11:57:53,0,32.0,4.0,0.0,,Tik Tok,Android
19495,2025-04-04 00:35:53,1,25.0,92.0,3.64,2025-04-04 01:13:53,Facebook,Android
10850,2025-03-31 21:11:53,0,24.0,25.0,0.0,,Google Ads,Android
10567,2025-04-02 09:25:53,0,23.0,5.0,0.0,,Google Ads,iOS
14695,2025-03-22 08:02:53,0,45.0,89.0,0.0,,Organic,PC
19696,2025-04-01 11:09:53,0,18.0,110.0,0.0,,Organic,PC
14819,2025-03-18 06:05:53,0,36.0,63.0,0.0,,Google Ads,Android
16161,2025-03-12 02:52:53,0,29.0,8.0,0.0,,Google Ads,iOS
15100,2025-03-13 03:43:53,0,16.0,9.0,0.0,,Facebook,iOS
17522,2025-04-05 03:46:53,0,27.0,15.0,0.0,,Tik Tok,iOS
15544,2025-04-03 21:08:53,0,6.0,25.0,0.0,,Unity Ads,Android
17742,2025-03-22 01:32:53,0,47.0,145.0,0.0,,Organic,iOS
18518,2025-03-29 07:50:53,0,26.0,,0.0,,Google Ads,iOS
18703,2025-03-11 02:14:53,1,41.0,76.0,30.31,2025-03-11 02:52:53,Tik Tok,iOS
17952,2025-03-14 12:16:53,1,43.0,2.0,,2025-03-14 12:17:53,Google Ads,Android
18361,2025-04-05 00:39:53,0,24.0,42.0,0.0,,Tik Tok,Android
15794,2025-04-05 01:18:53,0,30.0,62.0,0.0,,Facebook,iOS
15544,2025-03-07 21:34:53,0,31.0,12.0,0.0,,Organic,Android
15814,2025-03-14 23:30:53,0,49.0,7.0,0.0,,Google Ads,Android
18612,2025-04-04 11:14:53,0,28.0,,0.0,,Google Ads,Android
17144,2025-04-01 16:02:53,0,,2.0,0.0,,Facebook,Android
18703,2025-03-07 22:58:53,0,16.0,84.0,0.0,,Google Ads,iOS
13023,2025-03-17 03:48:53,0,21.0,5.0,0.0,,Facebook,Android
17282,2025-03-21 22:08:53,1,25.0,18.0,7.41,2025-03-21 22:10:53,Apple Search Ads,iOS
14640,2025-04-05 03:04:53,0,43.0,121.0,0.0,,Organic,iOS
12075,2025-03-20 09:41:53,1,48.0,133.0,10.44,2025-03-20 10:13:53,Facebook,PC
17708,2025-03-17 03:48:53,1,35.0,44.0,50.25,2025-03-17 04:03:53,Google Ads,Android
18574,2025-04-02 07:51:53,1,33.0,54.0,32.72,2025-04-02 08:43:53,Google Ads,PC
18532,2025-04-01 05:21:53,0,36.0,102.0,0.0,,Apple Search Ads,iOS
14381,2025-03-15 03:54:53,0,23.0,78.0,0.0,,Google Ads,iOS
13921,2025-03-31 17:41:53,0,43.0,29.0,0.0,,Facebook,iOS
12545,2025-03-29 12:45:53,0,15.0,39.0,0.0,,Google Ads,iOS
10735,2025-03-19 11:36:53,0,25.0,27.0,0.0,,Organic,iOS
19340,2025-03-13 16:03:53,1,36.0,21.0,17.5,2025-03-13 16:09:53,Organic,iOS
19312,2025-03-13 02:06:53,1,25.0,,5.25,2025-03-13 02:17:53,Facebook,iOS
18076,2025-03-11 14:52:53,0,50.0,,0.0,,Apple Search Ads,iOS
15703,2025-04-05 09:18:53,0,36.0,58.0,0.0,,Tik Tok,Android
12149,2025-03-25 15:01:53,1,39.0,3.0,4.87,2025-03-25 15:03:53,Apple Search Ads,Android
11078,2025-03-24 06:47:53,0,22.0,25.0,0.0,,Facebook,iOS
17894,2025-03-31 11:29:53,0,39.0,11.0,0.0,,Tik Tok,iOS
17770,2025-03-30 23:30:53,1,38.0,21.0,6.97,2025-03-30 23:46:53,Facebook,iOS
15609,2025-03-22 08:48:53,0,45.0,28.0,0.0,,Organic,iOS
19411,2025-03-19 18:26:53,0,8.0,56.0,0.0,,Facebook,PC
15234,2025-03-09 11:46:53,1,22.0,,35.55,,Apple Search Ads,Android
19217,2025-03-08 11:00:53,0,33.0,5.0,0.0,,Facebook,Android
